id_cliente,idade,tempo_casa_meses,tipo_contrato,mensalidade,internet_fibra,suporte_tecnico,reclamacoes_6m,churn
5312,24,67,Anual,64.7,Sim,Nao,0,0
5313,51,16,Mensal,20.0,Sim,Nao,2,0
5314,45,29,Mensal,84.76,Sim,Nao,2,0
5315,49,30,Mensal,73.0,Nao,Nao,0,1
5316,20,41,Anual,45.17,Sim,Nao,1,0
5317,34,39,Mensal,89.33,Nao,Nao,0,1
5318,18,8,Bianual,35.04,Sim,Nao,5,0
5319,36,55,Bianual,96.14,Nao,Sim,2,0
5320,75,17,Mensal,68.57,Sim,Sim,2,0
5321,27,23,Bianual,20.0,Sim,Sim,1,0
5322,60,61,Anual,74.46,Sim,Nao,1,0
5323,18,50,Anual,59.85,Sim,Nao,0,0
5324,52,29,Mensal,56.08,Sim,Sim,2,0
5325,75,66,Bianual,51.56,Nao,Sim,2,0
5326,39,29,Mensal,66.82,Sim,Sim,1,0
5327,30,41,Anual,57.87,Sim,Nao,0,0
5328,53,18,Mensal,23.58,Sim,Sim,1,0
5329,35,14,Mensal,101.8,Nao,Nao,1,1
5330,73,36,Bianual,63.89,Sim,Nao,1,0
5331,70,41,Mensal,51.7,Sim,Nao,2,0
5332,58,59,Mensal,41.79,Sim,Nao,0,0
5333,57,29,Anual,89.27,Nao,Nao,2,0
5334,55,65,Mensal,37.54,Nao,Nao,2,0
5335,63,44,Bianual,73.35,Nao,Nao,1,0
5336,46,6,Bianual,55.41,Nao,Nao,2,1
5337,78,54,Mensal,56.86,Sim,Nao,0,0
5338,39,42,Anual,42.41,Nao,Nao,2,0
5339,18,29,Bianual,54.49,Nao,Sim,1,0
5340,61,34,Bianual,70.22,Nao,Nao,1,0
5341,59,22,Mensal,75.88,Sim,Nao,1,0
5342,78,45,Anual,50.36,Nao,Nao,1,1
5343,42,41,Anual,67.73,Nao,Nao,1,0
5344,44,33,Mensal,92.21,Nao,Nao,4,0
5345,52,21,Anual,28.43,Nao,Nao,0,0
5346,42,29,Mensal,69.84,Nao,Nao,0,0
5347,66,36,Mensal,46.23,Sim,Nao,1,0
5348,44,34,Mensal,43.68,Sim,Sim,0,0
5349,66,23,Bianual,76.53,Sim,Sim,0,0
5350,44,42,Mensal,56.37,Sim,Nao,0,1
5351,31,17,Mensal,39.58,Nao,Sim,1,0
5352,79,37,Mensal,103.11,Nao,Nao,0,0
5353,50,9,Mensal,93.0,Nao,Sim,4,0
5354,61,34,Bianual,21.69,Nao,Nao,2,0
5355,54,57,Mensal,33.14,Nao,Nao,2,0
5356,40,59,Mensal,84.84,Sim,Nao,1,0
5357,78,51,Bianual,62.88,Sim,Nao,1,0
5358,41,54,Mensal,107.51,Sim,Nao,0,0
5359,79,5,Mensal,85.41,Nao,Nao,0,0
5360,44,25,Anual,77.49,Sim,Sim,1,0
5361,19,48,Anual,44.45,Sim,Sim,0,0
5362,20,58,Mensal,82.29,Sim,Sim,2,0
5363,78,42,Anual,38.11,Nao,Nao,0,0
5364,50,62,Anual,102.63,Nao,Nao,5,0
5365,42,20,Anual,80.55,Nao,Sim,0,0
5366,68,12,Mensal,49.38,Sim,Nao,0,1
5367,56,7,Anual,90.12,Nao,Sim,1,0
5368,58,42,Anual,126.04,Sim,Sim,1,0
5369,60,48,Anual,64.56,Nao,Sim,3,0
5370,30,21,Bianual,83.76,Sim,Nao,0,0
5371,23,57,Bianual,59.2,Sim,Sim,0,0
5372,63,54,Anual,72.13,Nao,Nao,1,0
5373,19,26,Mensal,32.32,Sim,Nao,2,1
5374,62,18,Mensal,69.99,Nao,Nao,0,0
5375,26,54,Anual,71.09,Sim,Sim,0,0
5376,34,49,Mensal,114.97,Nao,Nao,1,0
5377,61,13,Anual,25.12,Sim,Nao,2,0
5378,56,19,Anual,62.98,Sim,Nao,1,1
5379,66,35,Anual,102.2,Nao,Sim,1,0
5380,55,37,Mensal,63.96,Nao,Sim,2,1
5381,20,12,Bianual,65.72,Nao,Nao,2,0
5382,70,69,Anual,49.17,Nao,Sim,1,1
5383,31,28,Mensal,46.68,Nao,Nao,2,0
5384,26,28,Anual,24.35,Sim,Sim,2,0
5385,72,5,Mensal,54.27,Nao,Nao,0,1
5386,30,64,Anual,45.27,Nao,Nao,0,0
5387,51,17,Mensal,72.95,Nao,Nao,2,0
5388,48,72,Anual,50.31,Nao,Nao,1,0
5389,65,36,Mensal,58.01,Sim,Nao,1,0
5390,20,63,Mensal,58.69,Nao,Sim,0,1
5391,24,13,Mensal,68.8,Nao,Nao,0,1
5392,43,12,Mensal,56.79,Nao,Nao,3,0
5393,47,58,Bianual,43.46,Nao,Nao,1,0
5394,66,60,Anual,72.14,Nao,Nao,2,0
5395,55,40,Mensal,96.69,Nao,Nao,0,0
5396,27,3,Mensal,73.21,Nao,Nao,3,1
5397,78,68,Anual,54.75,Sim,Sim,2,0
5398,46,29,Mensal,66.92,Nao,Sim,2,1
5399,77,68,Mensal,20.0,Nao,Sim,1,0
5400,79,63,Mensal,66.51,Nao,Nao,2,0
5401,21,62,Anual,59.99,Nao,Sim,2,0
5402,49,50,Bianual,46.66,Sim,Sim,1,0
5403,44,49,Mensal,51.2,Sim,Nao,0,0
5404,48,39,Bianual,59.74,Sim,Sim,1,0
5405,37,2,Bianual,94.81,Nao,Sim,2,0
5406,52,28,Bianual,97.3,Nao,Sim,0,0
5407,48,53,Anual,46.8,Nao,Sim,1,0
5408,29,59,Bianual,57.05,Nao,Sim,1,0
5409,35,41,Anual,57.69,Nao,Sim,0,0
5410,27,52,Bianual,90.24,Nao,Sim,0,0
5411,70,2,Mensal,73.64,Nao,Nao,1,1
5412,59,34,Anual,72.32,Sim,Nao,0,0
5413,42,37,Anual,83.41,Sim,Nao,2,0
5414,42,65,Mensal,55.09,Sim,Nao,2,0
5415,22,23,Mensal,104.1,Sim,Nao,1,1
5416,35,17,Mensal,69.96,Nao,Nao,1,1
5417,75,26,Mensal,48.6,Sim,Nao,2,1
5418,19,13,Mensal,64.26,Nao,Sim,1,1
5419,27,41,Mensal,100.8,Sim,Sim,2,0
5420,70,47,Mensal,59.37,Sim,Sim,3,0
5421,50,58,Anual,93.74,Sim,Nao,3,1
5422,20,70,Mensal,54.37,Nao,Nao,1,1
5423,48,6,Mensal,50.86,Nao,Sim,1,0
5424,64,18,Mensal,86.49,Nao,Sim,0,1
5425,39,22,Mensal,48.15,Nao,Nao,1,1
5426,41,18,Mensal,90.56,Sim,Nao,2,1
5427,57,60,Bianual,78.79,Nao,Sim,2,0
5428,55,11,Mensal,48.16,Sim,Nao,2,1
5429,73,3,Mensal,68.21,Sim,Nao,0,1
5430,33,62,Anual,56.28,Nao,Nao,0,0
5431,35,70,Bianual,78.72,Nao,Nao,0,0
5432,27,17,Mensal,117.19,Nao,Nao,1,1
5433,59,24,Mensal,60.73,Sim,Sim,1,0
5434,51,37,Anual,83.34,Nao,Nao,3,1
5435,39,38,Mensal,70.61,Nao,Nao,1,0
5436,61,72,Mensal,70.6,Nao,Nao,1,0
5437,41,30,Bianual,65.87,Nao,Nao,1,0
5438,30,1,Bianual,48.56,Nao,Nao,0,0
5439,51,31,Anual,78.38,Sim,Sim,0,0
5440,45,41,Mensal,62.78,Nao,Sim,2,0
5441,43,38,Anual,47.38,Nao,Nao,1,0
5442,45,37,Bianual,95.35,Nao,Sim,1,0
5443,74,67,Bianual,72.48,Nao,Nao,0,0
5444,31,59,Mensal,64.3,Nao,Nao,1,0
5445,35,19,Mensal,103.5,Sim,Sim,0,0
5446,53,26,Mensal,24.1,Nao,Sim,0,0
5447,20,49,Anual,101.82,Sim,Nao,0,0
5448,27,30,Mensal,48.0,Nao,Sim,1,0
5449,53,31,Mensal,75.29,Nao,Sim,2,0
5450,49,13,Mensal,55.3,Nao,Nao,0,1
5451,58,19,Mensal,46.92,Nao,Sim,2,1
5452,25,54,Bianual,102.85,Sim,Nao,2,0
5453,70,61,Mensal,116.41,Sim,Nao,4,0
5454,48,57,Mensal,64.47,Nao,Nao,1,0
5455,27,23,Anual,78.39,Sim,Nao,2,0
5456,37,10,Anual,71.42,Sim,Sim,0,0
5457,32,12,Anual,113.26,Nao,Nao,3,1
5458,46,29,Anual,20.0,Nao,Nao,1,0
5459,47,38,Mensal,79.43,Sim,Nao,1,1
5460,44,65,Mensal,51.82,Sim,Sim,1,0
5461,46,65,Mensal,20.0,Sim,Sim,3,0
5462,74,1,Anual,60.99,Nao,Sim,1,0
5463,77,51,Bianual,116.2,Nao,Sim,1,0
5464,48,22,Mensal,53.6,Sim,Sim,1,1
5465,77,15,Anual,89.77,Sim,Nao,0,1
5466,68,40,Anual,99.97,Nao,Sim,3,0
5467,68,3,Bianual,69.68,Sim,Sim,0,0
5468,31,25,Mensal,73.01,Nao,Nao,2,1
5469,45,40,Mensal,27.09,Sim,Nao,2,1
5470,39,20,Anual,52.1,Nao,Sim,1,0
5471,23,43,Anual,92.68,Nao,Sim,4,0
5472,22,34,Anual,71.52,Sim,Nao,1,0
5473,56,58,Bianual,79.18,Sim,Nao,1,0
5474,44,14,Mensal,73.33,Sim,Nao,1,0
5475,69,5,Anual,124.8,Sim,Nao,2,0
5476,59,39,Mensal,59.24,Sim,Nao,2,0
5477,23,19,Mensal,110.14,Nao,Nao,0,0
5478,69,51,Mensal,73.34,Nao,Sim,2,1
5479,48,7,Mensal,112.35,Sim,Nao,0,1
5480,53,42,Mensal,39.38,Sim,Nao,0,0
5481,77,72,Anual,74.62,Nao,Nao,2,0
5482,57,7,Bianual,60.16,Sim,Sim,0,0
5483,19,22,Mensal,73.49,Nao,Nao,2,1
5484,28,61,Mensal,100.56,Nao,Nao,2,0
5485,44,39,Mensal,79.47,Nao,Sim,1,0
5486,20,13,Mensal,100.51,Nao,Sim,2,1
5487,28,16,Mensal,53.24,Nao,Sim,1,0
5488,67,56,Anual,49.43,Sim,Nao,2,0
5489,26,62,Bianual,70.4,Sim,Sim,1,0
5490,28,26,Mensal,69.03,Sim,Nao,0,0
5491,49,35,Anual,65.35,Sim,Nao,2,1
5492,23,57,Anual,46.03,Sim,Nao,1,0
5493,33,13,Mensal,99.97,Sim,Nao,2,1
5494,76,15,Mensal,60.93,Nao,Nao,1,1
5495,57,56,Mensal,105.65,Sim,Nao,0,0
5496,77,14,Mensal,70.32,Nao,Nao,1,1
5497,39,56,Bianual,86.21,Sim,Sim,0,0
5498,56,36,Mensal,83.94,Nao,Sim,1,0
5499,32,72,Mensal,49.39,Sim,Nao,1,0
5500,41,3,Mensal,79.18,Sim,Sim,1,0
5501,28,69,Mensal,118.21,Nao,Nao,0,0
5502,69,17,Bianual,76.29,Sim,Sim,1,0
5503,29,3,Mensal,92.53,Nao,Nao,1,1
5504,30,53,Anual,87.33,Nao,Sim,0,0
5505,46,39,Mensal,77.68,Nao,Sim,3,0
5506,44,61,Mensal,74.66,Nao,Nao,2,1
5507,37,8,Mensal,83.68,Nao,Nao,0,1
5508,40,6,Bianual,89.08,Sim,Nao,0,0
5509,36,41,Mensal,36.2,Nao,Nao,1,1
5510,74,64,Anual,76.18,Sim,Nao,1,0
5511,53,30,Mensal,65.4,Nao,Sim,1,1
5512,75,58,Anual,60.21,Nao,Sim,1,0
5513,79,66,Anual,102.4,Sim,Nao,0,0
5514,58,63,Anual,51.67,Nao,Sim,0,0
5515,69,37,Mensal,35.13,Nao,Nao,3,0
5516,24,51,Mensal,89.89,Nao,Nao,0,0
5517,76,38,Bianual,34.49,Sim,Sim,1,0
5518,47,49,Anual,21.8,Nao,Nao,4,0
5519,62,41,Mensal,92.71,Sim,Nao,1,0
5520,33,38,Mensal,73.97,Sim,Sim,2,0
5521,23,32,Mensal,81.82,Nao,Nao,1,0
5522,72,48,Mensal,58.94,Nao,Nao,0,1
5523,45,55,Mensal,35.39,Nao,Nao,1,0
5524,26,67,Mensal,40.36,Nao,Sim,1,0
5525,58,45,Mensal,63.2,Nao,Nao,0,1
5526,21,8,Anual,38.19,Nao,Sim,1,0
5527,45,43,Bianual,77.68,Sim,Sim,1,0
5528,61,23,Anual,58.44,Nao,Nao,1,0
5529,62,2,Mensal,74.63,Nao,Nao,2,1
5530,46,6,Anual,73.88,Sim,Nao,1,0
5531,40,43,Mensal,79.67,Sim,Nao,1,0
5532,69,69,Anual,82.49,Sim,Sim,3,0
5533,29,37,Mensal,61.4,Nao,Nao,0,0
5534,22,33,Mensal,74.6,Sim,Sim,2,0
5535,27,7,Anual,75.9,Nao,Nao,0,1
5536,67,49,Mensal,20.0,Nao,Sim,2,0
5537,47,4,Anual,86.16,Nao,Sim,0,0
5538,20,61,Anual,73.75,Sim,Nao,0,0
5539,28,59,Mensal,84.1,Nao,Sim,0,1
5540,19,72,Mensal,37.83,Nao,Nao,0,0
5541,68,21,Anual,62.11,Sim,Nao,1,0
5542,46,12,Anual,42.71,Sim,Nao,1,0
5543,22,22,Anual,88.62,Sim,Nao,1,0
5544,31,58,Mensal,34.87,Sim,Nao,0,0
5545,56,16,Anual,46.78,Sim,Nao,3,0
5546,54,64,Mensal,83.36,Sim,Sim,2,0
5547,68,12,Mensal,54.27,Nao,Nao,1,1
5548,19,4,Anual,46.79,Sim,Nao,0,0
5549,22,16,Mensal,92.67,Sim,Nao,0,1
5550,20,55,Mensal,93.69,Nao,Nao,0,1
5551,42,44,Mensal,88.05,Nao,Sim,2,0
5552,63,26,Anual,91.22,Nao,Nao,0,0
5553,59,48,Bianual,64.21,Nao,Sim,1,0
5554,31,47,Bianual,64.89,Nao,Nao,3,0
5555,58,40,Mensal,53.8,Sim,Nao,2,1
5556,58,38,Mensal,74.19,Nao,Nao,1,1
5557,29,8,Anual,56.8,Sim,Sim,0,0
5558,64,19,Mensal,59.17,Nao,Nao,1,1
5559,44,38,Mensal,85.0,Sim,Sim,0,1
5560,21,10,Mensal,99.61,Nao,Sim,1,0
5561,42,35,Anual,79.96,Sim,Sim,3,0
5562,65,9,Anual,114.86,Nao,Nao,1,0
5563,61,57,Mensal,52.36,Sim,Nao,1,0
5564,34,8,Mensal,24.05,Nao,Nao,1,0
5565,64,7,Anual,87.87,Nao,Sim,2,1
5566,42,46,Anual,50.7,Sim,Nao,1,0
5567,46,16,Mensal,63.16,Nao,Nao,0,1
5568,23,26,Mensal,25.76,Sim,Sim,2,0
5569,79,23,Bianual,47.52,Sim,Nao,1,0
5570,69,16,Anual,32.44,Sim,Nao,1,0
5571,30,55,Anual,59.14,Nao,Nao,1,0
5572,52,50,Anual,60.14,Sim,Nao,1,1
5573,66,18,Bianual,72.25,Nao,Nao,1,1
5574,49,50,Mensal,100.99,Nao,Nao,0,0
5575,31,52,Mensal,86.92,Sim,Sim,0,0
5576,78,39,Mensal,29.45,Sim,Nao,1,0
5577,34,42,Anual,85.2,Sim,Nao,1,0
5578,38,68,Mensal,72.79,Sim,Sim,1,0
5579,41,33,Mensal,67.55,Nao,Nao,0,0
5580,73,28,Mensal,69.43,Sim,Nao,2,0
5581,49,39,Anual,75.11,Nao,Sim,3,0
5582,62,61,Anual,52.7,Nao,Nao,1,0
5583,73,52,Mensal,65.44,Sim,Nao,2,1
5584,75,6,Mensal,99.6,Nao,Sim,1,1
5585,71,34,Anual,52.4,Nao,Sim,0,0
5586,74,54,Mensal,44.25,Nao,Nao,1,0
5587,76,17,Anual,68.46,Sim,Nao,3,0
5588,79,72,Mensal,41.74,Nao,Nao,0,0
5589,57,59,Bianual,26.93,Nao,Nao,0,0
5590,26,61,Mensal,61.39,Nao,Sim,2,0
5591,25,6,Anual,106.22,Nao,Nao,0,0
5592,67,42,Mensal,69.03,Nao,Sim,1,1
5593,37,39,Mensal,74.46,Nao,Nao,1,1
5594,67,46,Anual,20.0,Sim,Nao,0,0
5595,75,62,Anual,80.95,Nao,Sim,1,0
5596,57,26,Anual,72.33,Sim,Nao,2,0
5597,65,39,Anual,53.38,Nao,Nao,0,0
5598,35,49,Anual,74.5,Sim,Nao,1,0
5599,44,55,Bianual,74.25,Nao,Nao,2,1
5600,77,56,Mensal,43.51,Nao,Sim,5,0
5601,68,25,Bianual,78.3,Nao,Nao,2,0
5602,30,72,Mensal,99.93,Sim,Nao,1,0
5603,76,1,Mensal,64.3,Nao,Nao,0,0
5604,48,36,Anual,48.31,Sim,Sim,2,0
5605,70,44,Mensal,65.56,Sim,Nao,2,1
5606,50,5,Mensal,91.37,Nao,Nao,0,0
5607,55,33,Mensal,39.34,Nao,Sim,0,0
5608,28,43,Mensal,84.46,Nao,Sim,3,0
5609,38,44,Anual,53.05,Nao,Sim,1,0
5610,62,9,Mensal,76.05,Nao,Nao,0,0
5611,70,20,Mensal,55.89,Sim,Sim,3,0
5612,23,18,Mensal,55.82,Sim,Nao,4,1
5613,22,47,Mensal,108.08,Nao,Sim,2,0
5614,60,24,Mensal,34.77,Nao,Sim,1,0
5615,45,42,Mensal,82.13,Nao,Sim,2,0
5616,70,53,Anual,113.28,Sim,Sim,2,0
5617,22,58,Anual,87.14,Sim,Nao,1,1
5618,39,14,Mensal,36.72,Sim,Nao,2,1
5619,20,66,Mensal,37.96,Nao,Nao,0,0
5620,61,12,Mensal,51.21,Sim,Nao,0,0
5621,71,2,Mensal,73.95,Sim,Nao,1,1
5622,27,4,Mensal,75.65,Nao,Sim,1,1
5623,38,15,Bianual,38.21,Sim,Nao,2,0
5624,70,63,Anual,48.18,Sim,Sim,2,0
5625,20,15,Mensal,49.71,Nao,Nao,1,0
5626,77,50,Mensal,65.48,Sim,Nao,0,0
5627,72,31,Anual,119.62,Nao,Nao,1,0
5628,27,3,Bianual,46.67,Nao,Nao,2,0
5629,26,32,Mensal,45.58,Sim,Sim,2,0
5630,60,3,Anual,41.67,Sim,Sim,1,0
5631,18,35,Mensal,85.89,Nao,Nao,1,1
5632,49,41,Anual,68.97,Nao,Sim,0,0
5633,22,38,Mensal,47.59,Nao,Sim,0,0
5634,50,21,Anual,60.93,Sim,Sim,1,0
5635,39,56,Mensal,50.21,Nao,Nao,0,0
5636,61,43,Mensal,77.4,Nao,Nao,2,0
5637,72,19,Anual,137.11,Sim,Sim,1,0
5638,48,32,Anual,83.77,Nao,Sim,0,1
5639,57,8,Anual,67.68,Sim,Nao,3,1
5640,55,67,Mensal,53.38,Sim,Sim,1,0
5641,79,55,Anual,36.41,Sim,Sim,1,0
5642,32,21,Mensal,88.34,Sim,Nao,2,1
5643,32,49,Anual,86.98,Nao,Nao,3,0
5644,41,49,Mensal,58.35,Sim,Sim,0,0
5645,63,44,Mensal,100.33,Sim,Nao,1,0
5646,71,4,Mensal,70.53,Sim,Nao,2,0
5647,35,64,Bianual,89.37,Nao,Nao,0,0
5648,24,69,Anual,77.4,Nao,Sim,1,0
5649,55,71,Mensal,65.57,Sim,Sim,2,0
5650,55,71,Anual,46.13,Nao,Nao,1,0
5651,41,67,Mensal,66.36,Nao,Sim,0,0
5652,29,54,Mensal,91.05,Nao,Sim,2,0
5653,70,5,Mensal,57.3,Nao,Sim,0,0
5654,70,34,Anual,80.99,Nao,Sim,1,1
5655,64,18,Bianual,42.93,Nao,Nao,0,0
5656,53,16,Bianual,89.5,Nao,Sim,0,0
5657,34,60,Mensal,77.82,Nao,Nao,0,0
5658,42,59,Mensal,39.95,Nao,Sim,2,0
5659,22,38,Anual,64.4,Nao,Nao,0,0
5660,33,54,Mensal,93.29,Nao,Nao,2,0
5661,45,10,Anual,38.52,Nao,Sim,3,0
5662,45,16,Bianual,43.23,Nao,Nao,0,0
5663,22,62,Mensal,68.26,Nao,Nao,3,0
5664,77,33,Mensal,123.33,Nao,Sim,1,1
5665,34,40,Bianual,53.19,Sim,Nao,0,0
5666,49,34,Anual,82.38,Nao,Nao,3,0
5667,46,15,Bianual,76.5,Sim,Nao,0,0
5668,47,60,Anual,55.26,Sim,Sim,1,0
5669,70,55,Mensal,74.03,Sim,Sim,2,0
5670,64,50,Anual,58.8,Sim,Sim,1,0
5671,71,26,Anual,61.05,Nao,Sim,1,0
5672,41,47,Bianual,28.47,Sim,Sim,1,0
5673,34,69,Mensal,69.39,Sim,Nao,1,0
5674,44,47,Mensal,92.48,Sim,Sim,3,0
5675,52,36,Mensal,71.44,Sim,Sim,1,0
5676,38,20,Mensal,97.26,Nao,Sim,1,0
5677,46,38,Bianual,84.51,Nao,Nao,1,0
5678,27,27,Bianual,68.51,Sim,Nao,0,0
5679,54,45,Mensal,54.3,Nao,Nao,2,1
5680,62,4,Bianual,57.84,Nao,Nao,0,0
5681,50,14,Mensal,33.24,Nao,Sim,1,0
5682,72,57,Anual,63.32,Sim,Sim,1,0
5683,79,28,Anual,73.65,Nao,Nao,1,0
5684,74,32,Anual,112.89,Sim,Sim,0,0
5685,23,40,Anual,83.21,Sim,Sim,1,0
5686,72,32,Anual,48.38,Nao,Nao,1,0
5687,38,55,Bianual,34.02,Sim,Sim,1,0
5688,46,18,Mensal,64.84,Sim,Sim,0,0
5689,43,55,Anual,90.29,Sim,Nao,4,0
5690,35,16,Mensal,64.48,Nao,Sim,3,0
5691,72,27,Mensal,83.55,Sim,Sim,1,0
5692,57,43,Anual,65.47,Sim,Sim,0,0
5693,77,64,Anual,87.93,Sim,Sim,3,0
5694,77,17,Bianual,30.07,Sim,Nao,1,0
5695,44,43,Mensal,110.1,Nao,Nao,1,0
5696,63,5,Mensal,42.19,Sim,Nao,0,0
5697,49,6,Mensal,89.84,Nao,Nao,1,1
5698,48,56,Bianual,63.2,Sim,Nao,1,0
5699,63,52,Bianual,67.1,Nao,Nao,2,0
5700,60,28,Bianual,63.97,Nao,Nao,0,0
5701,74,45,Mensal,76.39,Sim,Nao,1,0
5702,65,28,Bianual,81.44,Sim,Nao,1,0
5703,56,20,Mensal,96.46,Nao,Nao,0,1
5704,74,32,Bianual,105.2,Nao,Nao,0,1
5705,24,23,Anual,78.3,Sim,Nao,2,0
5706,65,59,Mensal,112.84,Sim,Sim,2,1
5707,42,30,Anual,72.32,Nao,Nao,0,0
5708,44,24,Anual,96.94,Sim,Nao,1,1
5709,66,39,Mensal,80.72,Sim,Nao,0,0
5710,34,55,Mensal,56.27,Sim,Nao,4,1
5711,72,20,Anual,74.53,Nao,Nao,5,1
5712,48,68,Bianual,82.58,Sim,Nao,1,0
5713,39,34,Anual,69.2,Sim,Sim,1,0
5714,38,48,Mensal,80.32,Sim,Sim,0,0
5715,44,69,Anual,91.63,Nao,Sim,0,0
5716,76,32,Mensal,69.42,Nao,Sim,0,0
5717,24,15,Mensal,20.0,Nao,Sim,1,0
5718,49,54,Mensal,111.96,Nao,Nao,0,0
5719,69,1,Mensal,62.56,Nao,Nao,3,1
5720,47,33,Mensal,49.42,Nao,Sim,1,0
5721,53,71,Mensal,41.9,Nao,Nao,3,1
5722,39,30,Mensal,61.59,Nao,Sim,1,0
5723,26,50,Anual,55.93,Sim,Nao,1,0
5724,57,38,Mensal,51.57,Nao,Nao,0,1
5725,75,16,Mensal,52.95,Sim,Nao,1,1
5726,50,23,Mensal,83.24,Sim,Sim,1,1
5727,44,38,Anual,120.76,Sim,Sim,0,0
5728,26,8,Anual,90.51,Nao,Sim,1,1
5729,76,30,Mensal,98.06,Nao,Nao,1,1
5730,71,30,Anual,60.56,Nao,Nao,2,0
5731,73,61,Anual,72.62,Nao,Nao,1,0
5732,40,9,Anual,80.66,Sim,Nao,0,1
5733,56,61,Mensal,53.51,Nao,Sim,1,0
5734,44,30,Mensal,59.36,Sim,Nao,0,0
5735,32,47,Mensal,91.36,Nao,Nao,1,0
5736,30,41,Mensal,97.26,Sim,Nao,0,0
5737,41,22,Mensal,71.69,Sim,Nao,0,1
5738,52,68,Bianual,40.12,Nao,Sim,0,0
5739,25,17,Mensal,62.61,Sim,Sim,0,1
5740,61,3,Mensal,33.97,Sim,Sim,1,0
5741,46,55,Bianual,71.88,Nao,Nao,1,0
5742,72,45,Anual,76.39,Nao,Nao,3,0
5743,35,65,Mensal,63.23,Sim,Sim,0,0
5744,21,33,Bianual,76.04,Nao,Nao,1,0
5745,37,2,Mensal,80.42,Nao,Nao,2,1
5746,78,2,Mensal,76.42,Sim,Nao,0,1
5747,37,32,Mensal,39.96,Sim,Nao,1,1
5748,61,18,Mensal,63.67,Nao,Nao,3,1
5749,70,67,Anual,80.25,Nao,Sim,0,0
5750,35,9,Mensal,109.47,Sim,Nao,1,1
5751,57,64,Anual,63.2,Nao,Nao,2,0
5752,30,16,Mensal,83.77,Nao,Sim,0,0
5753,40,9,Bianual,91.95,Nao,Sim,1,0
5754,36,20,Mensal,65.08,Nao,Nao,1,0
5755,59,11,Bianual,98.71,Nao,Nao,2,1
5756,72,29,Mensal,100.05,Sim,Nao,0,0
5757,33,24,Bianual,104.51,Nao,Nao,2,0
5758,36,39,Anual,81.46,Nao,Sim,0,0
5759,68,39,Anual,129.0,Nao,Nao,2,1
5760,46,1,Mensal,54.62,Nao,Sim,0,1
5761,49,9,Anual,123.1,Sim,Nao,1,1
5762,61,12,Anual,89.21,Nao,Nao,2,0
5763,26,15,Anual,103.51,Nao,Sim,0,0
5764,72,7,Anual,62.0,Sim,Nao,0,1
5765,40,23,Bianual,91.11,Sim,Nao,4,1
5766,58,40,Bianual,105.67,Nao,Nao,2,0
5767,44,23,Mensal,42.82,Nao,Nao,1,1
5768,64,24,Mensal,65.92,Nao,Nao,0,1
5769,55,34,Mensal,20.0,Sim,Sim,1,0
5770,28,40,Anual,65.54,Nao,Sim,1,0
5771,29,24,Bianual,49.6,Sim,Nao,2,0
5772,72,16,Mensal,64.56,Nao,Nao,2,1
5773,50,30,Mensal,143.09,Nao,Nao,1,0
5774,35,2,Mensal,112.95,Nao,Nao,1,1
5775,26,36,Mensal,34.01,Nao,Nao,2,0
5776,25,68,Bianual,83.89,Sim,Sim,0,0
5777,75,29,Anual,89.97,Sim,Sim,0,1
5778,78,8,Mensal,61.55,Nao,Sim,0,0
5779,42,51,Mensal,74.46,Nao,Nao,2,1
5780,30,10,Mensal,76.9,Nao,Nao,1,1
5781,43,14,Anual,36.33,Nao,Nao,1,0
5782,26,11,Anual,44.22,Nao,Nao,2,0
5783,52,64,Mensal,74.31,Sim,Nao,1,0
5784,56,71,Mensal,72.49,Sim,Sim,1,0
5785,79,42,Bianual,52.29,Nao,Nao,1,1
5786,37,45,Anual,50.14,Sim,Nao,1,0
5787,30,47,Anual,67.76,Nao,Sim,1,1
5788,26,44,Mensal,92.15,Nao,Nao,3,1
5789,41,40,Bianual,68.09,Nao,Sim,0,0
5790,55,72,Anual,110.57,Sim,Sim,1,0
5791,22,53,Bianual,52.6,Nao,Nao,1,0
5792,65,7,Mensal,74.83,Sim,Nao,1,0
5793,46,29,Mensal,61.14,Nao,Nao,0,0
5794,67,71,Mensal,84.7,Nao,Nao,3,0
5795,46,30,Bianual,50.46,Nao,Nao,1,0
5796,27,15,Anual,118.18,Sim,Nao,2,1
5797,19,63,Mensal,27.73,Sim,Sim,1,0
5798,52,45,Bianual,112.89,Sim,Sim,3,0
5799,51,41,Bianual,72.25,Nao,Nao,1,0
5800,68,31,Mensal,83.81,Nao,Nao,0,0
5801,72,9,Anual,103.36,Nao,Sim,2,1
5802,27,28,Anual,91.44,Sim,Sim,1,0
5803,37,32,Mensal,51.75,Sim,Sim,3,0
5804,30,68,Anual,85.0,Nao,Sim,1,0
5805,24,23,Mensal,116.69,Nao,Nao,1,0
5806,18,11,Bianual,47.82,Nao,Nao,0,0
5807,23,31,Anual,122.96,Sim,Nao,1,0
5808,50,72,Bianual,79.64,Sim,Nao,0,0
5809,27,35,Anual,59.17,Nao,Nao,1,0
5810,30,28,Mensal,47.67,Nao,Sim,1,1
5811,25,49,Mensal,64.42,Nao,Nao,3,0
5812,62,47,Anual,21.12,Nao,Nao,2,1
5813,57,22,Mensal,59.62,Nao,Nao,0,1
5814,77,70,Anual,63.43,Nao,Nao,1,0
